,name,x,y,country,geometry,inside_polygon,potential [MWel]
20,51,37.5911,-0.8621,KE,"POLYGON ((37.721910902999035 -1.361775471881771, 37.52146218510448 -1.263506222884058, 37.31530551247196 -0.945826653713013, 37.23896885536158 -0.739419369933091, 37.435312552107575 -0.48308303215674, 37.74200556800168 -1.012322243699664, 37.7681997947905 -1.126708867191646, 37.721910902999035 -1.361775471881771))",False,0.0
21,52,37.7254,-2.2281,KE,"POLYGON ((37.1784820536827 -2.198406473319847, 37.56719346919259 -1.837772774814565, 37.90433737900173 -1.594655289151381, 38.53807380074489 -1.74675995764888, 38.92749805755543 -1.997109997296461, 38.917194525449275 -2.249806509733182, 37.68542849749069 -3.146426219719031, 37.672573089000025 -3.067704914999979, 37.62069702100018 -3.025604486999896, 36.952699717390125 -2.642808190093998, 37.1784820536827 -2.198406473319847))",True,1250.0
22,55,37.01316666666667,-1.1017666666666666,KE,"POLYGON ((37.18244591393739 -1.365261855172984, 37.03574108010547 -1.198001214765784, 37.03541326014044 -1.152106419660975, 36.95644793177847 -1.070309970030215, 36.84021774204513 -1.18380211053544, 36.82943622974264 -1.187020292519525, 36.62180908139207 -0.894306724550772, 36.795992773310154 -0.717236465768515, 36.9256276218273 -0.750654514908303, 37.23896885536158 -0.739419369933091, 37.31530551247196 -0.945826653713013, 37.52146218510448 -1.263506222884058, 37.18244591393739 -1.365261855172984))",True,1250.0
23,57,36.9537,-1.4588,KE,"POLYGON ((37.13848163392042 -1.405485493351557, 37.0949753974088 -1.52624001912386, 36.990829891986635 -1.654306445322681, 36.69895555698546 -1.541684040219185, 36.70570993298538 -1.537211318475734, 37.00400176590301 -1.377791692807182, 37.13848163392042 -1.405485493351557))",False,0.0
24,58,38.5716,-3.3906,KE,"POLYGON ((38.59993647150987 -4.244286531159853, 37.78580093400012 -3.677098512999976, 37.74409484800009 -3.544127939999896, 37.67369842400012 -3.509004115999971, 37.62649154700017 -3.530776023999977, 37.603553772000055 -3.52060103499997, 37.62714767500012 -3.467250107999973, 37.58544921900017 -3.462085007999974, 37.58544921900017 -3.440469264999933, 37.641113282 -3.378112792999957, 37.680835724000076 -3.357099532999939, 37.68562316800006 -3.32360768399991, 37.71141052200011 -3.305529593999893, 37.68542849749069 -3.146426219719031, 38.917194525449275 -2.249806509733182, 39.19007203632383 -2.643012399253193, 39.21387078270445 -2.826880912613354, 38.9891780374716 -3.597818520964833, 38.73668397125724 -4.124030429353553, 38.59993647150987 -4.244286531159853))",False,0.0
25,59,37.2183,-1.6076,KE,"POLYGON ((37.0949753974088 -1.52624001912386, 37.13848163392042 -1.405485493351557, 37.18244591393739 -1.365261855172984, 37.52146218510448 -1.263506222884058, 37.721910902999035 -1.361775471881771, 37.90433737900173 -1.594655289151381, 37.56719346919259 -1.837772774814565, 37.1784820536827 -2.198406473319847, 36.990829891986635 -1.654306445322681, 37.0949753974088 -1.52624001912386))",True,1250.0
26,65,38.01903333333333,-0.8693333333333334,KE,"POLYGON ((37.90433737900173 -1.594655289151381, 37.721910902999035 -1.361775471881771, 37.7681997947905 -1.126708867191646, 37.74200556800168 -1.012322243699664, 37.744350983928385 -0.949544940810555, 37.81133408924652 -0.691851975128017, 37.9984053382646 -0.758814979037897, 38.03507949282874 -0.74364272988765, 38.37566855517555 -0.297462798171397, 38.49383271292297 -1.557092719758876, 38.53807380074489 -1.74675995764888, 37.90433737900173 -1.594655289151381))",False,0.0
27,67,35.3625,1.4489,KE,"POLYGON ((36.12801702776845 1.686601176978217, 36.26404167030768 1.160587200104762, 36.024681254034085 0.932964038286072, 35.725330218061245 0.931551052951067, 35.613701935006866 0.943266076855624, 34.85092042308682 1.481352259682937, 34.864044189000026 1.528481961000125, 34.943637848000094 1.576753974000098, 34.96029663100006 1.604046940000046, 34.991203307000035 1.664512038000055, 34.992432612634246 1.677277017994838, 36.12801702776845 1.686601176978217))",False,0.0
28,69,36.1387,-0.3036,KE,"POLYGON ((36.0930454328005 -0.254503137819729, 36.350719546227594 -0.047721514676415, 36.60339049649124 -0.21699679175091, 36.13148165055844 -0.608254549607624, 36.016945845248664 -0.630773320714941, 36.0930454328005 -0.254503137819729))",False,0.0
29,85,36.8747,-1.3395,KE,"POLYGON ((36.70570993298538 -1.537211318475734, 36.69895555698546 -1.541684040219185, 36.530820483285126 -1.525168356651198, 36.8035017504774 -1.2535258752387, 36.93216202715809 -1.317856013579048, 36.70570993298538 -1.537211318475734))",False,0.0
30,86,36.9087,-1.3746,KE,"POLYGON ((37.00400176590301 -1.377791692807182, 36.70570993298538 -1.537211318475734, 36.93216202715809 -1.317856013579048, 36.9369698134026 -1.318117803149838, 37.00400176590301 -1.377791692807182))",False,0.0
31,9,36.9445,-1.1649,KE,"POLYGON ((36.84021774204513 -1.18380211053544, 36.95644793177847 -1.070309970030215, 37.03541326014044 -1.152106419660975, 37.03574108010547 -1.198001214765784, 36.96795882053398 -1.223891066018642, 36.84021774204513 -1.18380211053544))",False,0.0
